Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Fuselage,Steel,3,New,Europe,Cessna,E175,Building Materials,595,191,6002,766,261,22,3439,219,60.8938371599952,4.46106303188077,3.49705315060042,0.558963897566085,2.00308439366717,30.5047115274107,404,5236,239,3220,0.964009881280353,55.8963897566085,2.00308439366717
Landing Gear,Composite,6,New,Asia,Gulfstream,737,Building Materials,942,147,5894,869,640,21,3490,306,87.8184294372377,3.98267289427273,4.31563236686977,0.967046645143293,20.9573386113373,85.3412803037121,795,5025,619,3184,-0.332959472597039,96.7046645143293,20.9573386113373
Wing,Steel,39,New,Africa,Gulfstream,Citation X,Aircraft Maintenance,553,42,5661,268,918,47,3884,487,82.2742628072298,1.67562984996647,2.19232717085095,0.842346624420458,80.8319861994702,38.8242679389468,511,5393,871,3397,-0.516697320884477,84.2346624420458,80.8319861994702
Fuselage,Composite,47,Used,Africa,Boeing,G650,Aircraft Maintenance,743,73,2938,270,689,173,2681,228,52.9040897092348,6.62329399171094,1.89376017734687,0.0874966451454133,29.248864708025,51.7654375637897,670,2668,516,2453,4.72953381436406,8.74966451454133,29.248864708025
Engine,Composite,24,New,South America,Cessna,E175,Furniture,239,182,5908,573,927,49,1740,165,73.2378258807545,6.54629180446103,2.61233957307782,0.512253077293488,60.0592243531472,47.8914703033301,57,5335,878,1575,3.9339522313832,51.2253077293488,60.0592243531472
Engine,Steel,3,New,Africa,Gulfstream,737,Building Materials,559,189,8742,258,110,125,813,249,92.0107642634488,1.99774153308176,1.6991215734524,0.560168027116316,44.9732880521554,11.4684081218316,370,8484,-15,564,0.298619959629361,56.0168027116316,44.9732880521554
Avionics,Aluminum,49,Used,North America,Bombardier,G650,Aircraft Maintenance,326,170,7137,283,732,121,1725,206,85.3445579682046,5.83316536527643,1.03866006838507,0.144586917852998,50.4538207442023,96.8083527638225,156,6854,611,1519,4.79450529689135,14.4586917852998,50.4538207442023
Fuselage,Steel,31,Used,Australia,Bombardier,Citation X,Building Materials,509,177,4687,903,556,197,1352,422,71.7442910952903,6.55362697932532,3.11170779590914,0.57544082358625,82.0477025802952,24.5949980227283,332,3784,359,930,3.44191918341618,57.544082358625,82.0477025802952
Engine,Composite,36,Used,Europe,Airbus,A320,Automotive Components,104,138,5271,408,194,72,3947,279,71.5530511784242,7.85568131783854,3.61199184857179,0.570948266575391,15.2608588117492,10.8589084397138,-34,4863,122,3668,4.24368946926675,57.0948266575391,15.2608588117492
Engine,Composite,2,New,Europe,Gulfstream,CRJ900,Automotive Components,328,194,7118,498,123,168,1461,492,81.7185726753076,1.35931094892658,4.02148053617845,0.18846309769075,30.9375309661585,12.4824709875184,134,6620,-45,969,-2.66216958725186,18.8463097690751,30.9375309661585
Landing Gear,Aluminum,49,New,North America,Gulfstream,Citation X,Aircraft Maintenance,555,109,5327,297,686,125,3998,148,78.2728401359143,9.7838503362617,1.80611537981125,0.146348734132591,24.2074237954155,93.583526565557,446,5030,561,3850,7.97773495645044,14.6348734132591,24.2074237954155
Avionics,Composite,2,New,North America,Cessna,CRJ900,Art Installations,984,25,9188,295,741,129,1021,308,90.7958313964373,9.24003034045076,1.58364240539789,0.0130422391614258,50.4045726659867,34.6789472920207,959,8893,612,713,7.65638793505287,1.30422391614258,50.4045726659867
Landing Gear,Titanium,41,New,Europe,Embraer,737,Building Materials,615,104,5711,509,176,86,3597,253,60.9341887614843,9.67568934553697,4.53946882413848,0.62317912512401,65.6163732028604,5.92426113383505,511,5202,90,3344,5.13622052139849,62.317912512401,65.6163732028604
Fuselage,Titanium,48,New,Australia,Cessna,G650,Automotive Components,574,80,5744,874,790,145,4451,118,81.1216974320231,9.94846372435136,2.20310677721167,0.523980443572825,39.2968070656458,39.2903324832561,494,4870,645,4333,7.74535694713969,52.3980443572825,39.2968070656458
Fuselage,Aluminum,26,Used,North America,Airbus,A320,Building Materials,440,32,5975,676,830,39,1361,101,68.3251691060287,5.32749082282263,1.66405472117631,0.0816301762145219,40.8188206649429,84.7473822647826,408,5299,791,1260,3.66343610164631,8.16301762145219,40.8188206649429
Fuselage,Titanium,24,Used,Asia,Embraer,G650,Furniture,957,112,2911,353,728,109,2899,466,84.9582855712808,4.40414063308366,1.72614346562781,0.390177044566398,6.52938189253401,46.4375967934703,845,2558,619,2433,2.67799716745584,39.0177044566398,6.52938189253401
Landing Gear,Composite,40,Used,South America,Gulfstream,E175,Furniture,217,194,1946,954,633,110,991,387,53.6541411287057,5.10523801791168,2.40264914994409,0.335439444163371,15.6794765818015,2.3156742770986,23,992,523,604,2.70258886796759,33.5439444163371,15.6794765818015
Fuselage,Aluminum,43,New,Australia,Airbus,A320,Art Installations,257,189,7122,359,469,194,1955,456,92.8048787805693,7.12531508192144,2.80484132464478,0.619667026985491,35.0036648460544,51.1636922203113,68,6763,275,1499,4.32047375727666,61.9667026985491,35.0036648460544
Fuselage,Titanium,7,New,Australia,Boeing,A320,Aircraft Maintenance,493,22,9357,814,750,24,3859,315,52.5572648701166,7.14386053071865,3.1506648192594,0.911956094261806,46.6945568419005,90.5063644342587,471,8543,726,3544,3.99319571145925,91.1956094261806,46.6945568419005
Fuselage,Aluminum,16,New,South America,Bombardier,E175,Furniture,221,173,7940,261,624,36,944,375,69.67829887223,8.5848175453064,4.75035054716079,0.540032287321128,52.2360441108427,89.37807583371,48,7679,588,569,3.8344669981456,54.0032287321127,52.2360441108427
Wing,Titanium,0,Used,North America,Boeing,A320,Furniture,136,120,9545,890,434,98,686,308,88.9158948722411,8.36356879027878,2.43396850635196,0.825330385052002,78.910126419131,16.3050984237015,16,8655,336,378,5.92960028392682,82.5330385052002,78.910126419131
Avionics,Composite,31,New,Asia,Cessna,737,Automotive Components,691,60,8787,373,937,162,2013,115,72.3987831629084,4.89257951073828,4.54068613749032,0.819128952072411,44.5848122172875,68.2513303896405,631,8414,775,1898,0.351893373247958,81.9128952072411,44.5848122172875
Landing Gear,Aluminum,7,Used,Europe,Bombardier,737,Automotive Components,231,137,6115,717,941,100,817,308,93.763177368849,8.08237412282278,1.06710080767913,0.43791088786432,30.3522227985626,84.5559473260918,94,5398,841,509,7.01527331514365,43.791088786432,30.3522227985626
Engine,Titanium,45,New,Europe,Airbus,A320,Furniture,582,170,2592,929,912,106,3333,353,64.4219361730636,8.89577823431426,2.58165888154008,0.136011391011405,43.3229886619774,26.3373541717635,412,1663,806,2980,6.31411935277418,13.6011391011405,43.3229886619774
Wing,Titanium,22,New,Australia,Boeing,E175,Automotive Components,897,39,5480,294,675,193,2153,167,63.2425258868357,8.69322933620648,4.09065839659546,0.827819115076876,5.82862254236219,38.6080016357627,858,5186,482,1986,4.60257093961101,82.7819115076876,5.82862254236219
Fuselage,Composite,19,New,South America,Cessna,E175,Art Installations,904,104,2674,946,545,50,3093,132,59.4251512639839,7.17095250570803,2.57822491095647,0.974210023984737,34.4818702099721,5.17664626404192,800,1728,495,2961,4.59272759475155,97.4210023984737,34.4818702099721
Engine,Composite,30,New,South America,Boeing,A320,Automotive Components,303,82,3098,215,731,192,4879,363,93.7360287824497,1.73441883608708,3.51014473437361,0.508943090041943,88.1879415756734,45.4492501750594,221,2883,539,4516,-1.77572589828652,50.8943090041943,88.1879415756734
Landing Gear,Aluminum,42,Used,North America,Boeing,Citation X,Aircraft Maintenance,211,120,1827,269,431,145,1029,240,85.7737391767451,3.63877574688913,2.2274109309724,0.144848302387467,19.1583064728483,92.7527197160035,91,1558,286,789,1.41136481591673,14.4848302387467,19.1583064728483
Engine,Aluminum,46,Used,North America,Bombardier,Citation X,Aircraft Maintenance,322,186,8211,398,376,179,3321,117,82.5987078450615,1.96942698210378,3.58410569954687,0.0740032571471616,82.7613420325249,28.1481625889285,136,7813,197,3204,-1.61467871744309,7.40032571471616,82.7613420325249
Wing,Composite,43,Used,Africa,Bombardier,G650,Aircraft Maintenance,620,185,1022,466,128,88,4973,331,73.2339149300563,8.2214747991003,4.09622212175331,0.474212668183975,44.7956070895719,60.3391428888051,435,556,40,4642,4.12525267734698,47.4212668183975,44.7956070895719
Landing Gear,Aluminum,39,New,Africa,Airbus,G650,Aircraft Maintenance,915,159,4910,394,249,149,3022,225,91.4150285861035,2.02913115564495,3.22891726267569,0.00851062215046738,87.2602965184357,37.312655524947,756,4516,100,2797,-1.19978610703073,0.851062215046738,87.2602965184357
Wing,Aluminum,15,Used,Europe,Bombardier,CRJ900,Furniture,464,166,5117,469,188,70,3864,102,73.4427692640142,5.44258065871537,4.70490551950536,0.24562690778666,85.7790293025395,50.3984332558131,298,4648,118,3762,0.73767513921001,24.562690778666,85.7790293025395
Fuselage,Aluminum,47,Used,South America,Embraer,737,Building Materials,680,31,2117,206,121,45,2231,253,57.3531898858658,6.01255537070171,2.89642810836295,0.430186669716706,56.353952997782,27.1623744213612,649,1911,76,1978,3.11612726233875,43.0186669716706,56.353952997782
Landing Gear,Titanium,31,New,North America,Embraer,Citation X,Automotive Components,993,156,9117,576,193,114,1288,446,61.1792138357109,7.81195649632691,1.54517887697828,0.406496321605038,17.4136494362896,49.3447593891629,837,8541,79,842,6.26677761934863,40.6496321605038,17.4136494362896
Wing,Titanium,31,New,Europe,Embraer,CRJ900,Automotive Components,782,152,2158,225,117,32,1110,357,91.7675505505654,1.15903091628459,4.14099049627129,0.316286690266372,26.0911917786479,29.3950767464657,630,1933,85,753,-2.9819595799867,31.6286690266372,26.0911917786479
Avionics,Aluminum,34,New,South America,Bombardier,A320,Building Materials,535,23,4105,856,428,188,2140,285,78.8346598239516,9.07090002672591,3.83234199598131,0.564332683376224,4.42774920932472,13.6105702510241,512,3249,240,1855,5.23855803074459,56.4332683376224,4.42774920932472
Avionics,Composite,7,Used,Australia,Embraer,737,Building Materials,461,133,3506,486,718,67,3106,414,54.7296924869525,8.87990062387419,1.41119198898288,0.0698981041080287,48.0748721037801,25.5885338456588,328,3020,651,2692,7.4687086348913,6.98981041080287,48.0748721037801
Fuselage,Aluminum,33,Used,North America,Airbus,CRJ900,Art Installations,191,67,2919,408,466,91,3107,312,80.2751352259482,2.67905641244726,2.37041851336152,0.140883845142989,44.8126841682283,49.9749967350491,124,2511,375,2795,0.308637899085744,14.0883845142989,44.8126841682283
Avionics,Steel,12,Used,Australia,Cessna,E175,Building Materials,216,143,7018,464,871,28,687,440,70.0998475420457,3.60028730118499,1.4053951957791,0.482242585456789,37.5150505197753,94.8246543491069,73,6554,843,247,2.19489210540589,48.2242585456789,37.5150505197753
Engine,Steel,8,Used,Africa,Bombardier,737,Automotive Components,357,130,6256,796,720,106,4945,111,85.2370222943463,9.39094864210833,4.99386169637246,0.378222504617449,1.62599198523162,41.8368391052471,227,5460,614,4834,4.39708694573586,37.8222504617449,1.62599198523162
Engine,Aluminum,36,New,Australia,Boeing,737,Building Materials,458,27,1450,492,972,135,1650,348,67.0019884470164,6.12020601311844,1.98492421764568,0.553704315728525,65.4604572222707,65.967365581249,431,958,837,1302,4.13528179547276,55.3704315728525,65.4604572222707
Engine,Titanium,7,New,Africa,Bombardier,Citation X,Aircraft Maintenance,443,172,5399,883,105,104,3199,392,63.8697788261239,9.68873440197172,4.65837308593856,0.969863036722193,66.3655791891266,42.7001397207404,271,4516,1,2807,5.03036131603315,96.9863036722193,66.3655791891266
Avionics,Steel,12,New,Asia,Cessna,CRJ900,Art Installations,145,80,7433,713,454,187,3663,163,57.4852896506529,4.98594009158216,2.00763965519977,0.400922198796478,54.3654097537967,31.6321251608377,65,6720,267,3500,2.97830043638239,40.0922198796478,54.3654097537967
Wing,Titanium,3,New,Europe,Gulfstream,Citation X,Automotive Components,989,53,6777,444,913,136,4044,413,86.1234998062244,7.3643667692419,2.00406599702515,0.113450719857952,62.7838663651486,10.4736753531366,936,6333,777,3631,5.36030077221675,11.3450719857952,62.7838663651486
Landing Gear,Composite,20,New,Africa,Bombardier,E175,Automotive Components,845,192,2414,956,551,42,2818,426,65.9423600693947,2.26899652888496,1.90552237519177,0.48626212615159,3.34219172791635,27.264652354222,653,1458,509,2392,0.363474153693188,48.626212615159,3.34219172791635
Landing Gear,Steel,29,New,South America,Airbus,CRJ900,Automotive Components,723,143,6771,236,694,114,1607,176,59.5885371367524,7.54229652182785,1.00476889691532,0.654189895618285,93.9507581334644,20.5268455851681,580,6535,580,1431,6.53752762491252,65.4189895618285,93.9507581334644
Wing,Titanium,22,Used,Europe,Embraer,CRJ900,Art Installations,218,31,3615,881,893,131,2579,185,55.4092253956811,3.53189537240591,1.00904889594402,0.14778485276939,7.97143476640157,40.031086651325,187,2734,762,2394,2.52284647646189,14.778485276939,7.97143476640157
Engine,Aluminum,49,Used,Europe,Airbus,G650,Building Materials,659,122,9025,227,906,192,812,434,88.1144113976746,3.08711633113999,4.57752987929793,0.480943364360572,56.9953917640334,93.4092973208037,537,8798,714,378,-1.49041354815793,48.0943364360572,56.9953917640334
Fuselage,Titanium,13,New,South America,Cessna,E175,Furniture,535,163,4010,527,241,37,3042,104,76.9467538363245,4.42013080222468,4.96428040144978,0.122855382411436,19.5210884246103,62.5533388082567,372,3483,204,2938,-0.544149599225097,12.2855382411436,19.5210884246103
Avionics,Aluminum,10,Used,Asia,Cessna,Citation X,Aircraft Maintenance,567,87,1140,274,392,106,1039,204,91.7109399566441,8.46003163677305,3.53289718829354,0.377882710474701,96.6725702038609,87.0150124837598,480,866,286,835,4.92713444847951,37.7882710474701,96.6725702038609
Landing Gear,Steel,43,Used,Australia,Bombardier,737,Art Installations,916,97,8363,420,515,24,3475,304,79.6623102720725,4.82029344813711,4.02760490517841,0.277293805170039,18.1783059338875,15.3087809721392,819,7943,491,3171,0.792688542958696,27.7293805170039,18.1783059338875
Wing,Aluminum,32,Used,North America,Boeing,737,Automotive Components,893,123,1233,340,472,155,3260,168,89.1002863041834,3.74753130481105,2.77264354571959,0.463770900401457,24.7684745636542,20.3861761792197,770,893,317,3092,0.974887759091457,46.3770900401457,24.7684745636542
Avionics,Steel,43,Used,South America,Gulfstream,E175,Building Materials,249,34,8795,214,745,145,4510,379,73.3502532551353,6.38062789057158,4.99134000781131,0.144131076930356,75.5381816337607,51.9867569631882,215,8581,600,4131,1.38928788276026,14.4131076930356,75.5381816337607
Avionics,Steel,6,Used,Australia,Cessna,A320,Aircraft Maintenance,924,138,5199,431,743,27,688,139,52.1463115417933,4.51226751082044,1.50743456639769,0.819748007191975,35.2337170670689,98.5418232956945,786,4768,716,549,3.00483294442274,81.9748007191975,35.2337170670689
Landing Gear,Steel,49,Used,Africa,Boeing,Citation X,Aircraft Maintenance,270,139,3508,573,126,127,598,467,91.7608316483347,5.65860511729178,2.00523232777334,0.660404144112828,55.8551753948546,54.8741330485512,131,2935,-1,131,3.65337278951843,66.0404144112828,55.8551753948546
Avionics,Steel,7,Used,Africa,Cessna,737,Aircraft Maintenance,534,181,7332,300,713,107,3067,171,84.4407047142854,1.21630441714099,3.71056316440863,0.93332887466412,55.0242525559936,92.2894472127521,353,7032,606,2896,-2.49425874726763,93.332887466412,55.0242525559936
Engine,Composite,21,Used,South America,Bombardier,737,Aircraft Maintenance,985,145,5227,916,163,29,3756,222,82.0753958057427,9.056840611565,3.99759593099734,0.419183637904771,82.4096811985873,44.195813273803,840,4311,134,3534,5.05924468056765,41.9183637904771,82.4096811985873
Wing,Aluminum,20,New,Europe,Airbus,CRJ900,Automotive Components,136,149,7533,711,510,153,1944,181,94.2960730101362,1.72749100311266,1.76299894346432,0.228363983837574,7.47498081048464,21.9485544248354,-13,6822,357,1763,-0.0355079403516578,22.8363983837574,7.47498081048464
Fuselage,Aluminum,6,Used,Asia,Cessna,Citation X,Furniture,730,159,6877,629,439,183,4162,328,50.4409350172374,7.39163097943785,1.98909548242235,0.528274297974334,1.18571495590842,13.8153734820425,571,6248,256,3834,5.4025354970155,52.8274297974334,1.18571495590842
Wing,Steel,2,Used,North America,Embraer,E175,Automotive Components,232,35,8338,209,539,20,4208,296,75.777966586295,5.01835792435856,2.82576902711123,0.671365581542046,6.82874118026208,48.4196993511243,197,8129,519,3912,2.19258889724733,67.1365581542046,6.82874118026208
Fuselage,Steel,25,Used,Europe,Gulfstream,CRJ900,Aircraft Maintenance,795,174,5956,686,494,124,3164,236,87.9834799122953,8.44901812688725,2.07449025658173,0.0683581353557962,83.749765702572,4.03940552894728,621,5270,370,2928,6.37452787030552,6.83581353557962,83.749765702572
Landing Gear,Composite,32,Used,Asia,Cessna,E175,Automotive Components,662,172,4913,375,706,139,3246,234,61.217021472934,2.76821739871153,3.57513900709141,0.582182135422287,29.0424011906116,69.7947162610538,490,4538,567,3012,-0.806921608379883,58.2182135422287,29.0424011906116
Landing Gear,Aluminum,20,Used,North America,Bombardier,E175,Art Installations,899,165,5098,634,783,73,2068,185,60.9744908311119,8.23252547311646,2.10083340039869,0.26965004015806,15.8282232969125,3.69012380453732,734,4464,710,1883,6.13169207271776,26.965004015806,15.8282232969125
Avionics,Steel,43,New,Australia,Airbus,737,Automotive Components,117,78,1398,559,342,29,1589,462,64.4396913281244,1.62128576948727,3.86600189784977,0.42780643239441,75.8397392616671,20.1380198784033,39,839,313,1127,-2.2447161283625,42.780643239441,75.8397392616671
Avionics,Composite,43,New,Asia,Bombardier,E175,Art Installations,170,102,8641,490,876,69,1848,318,55.9485320245744,1.38811205555008,2.1536225473272,0.755347754460073,96.0907014776064,20.8025158931968,68,8151,807,1530,-0.765510491777122,75.5347754460073,96.0907014776064
Landing Gear,Titanium,40,New,Australia,Airbus,G650,Furniture,849,25,2670,476,255,71,2319,293,94.1957968415119,7.20370404989582,2.54872526415628,0.551428982866035,32.5300270206964,9.74014419938651,824,2194,184,2026,4.65497878573953,55.1428982866035,32.5300270206964
Wing,Composite,38,New,Europe,Gulfstream,CRJ900,Furniture,143,145,4793,728,995,157,1676,283,64.3143439739915,5.08687525631027,3.52927516513442,0.563137244263998,13.3196887235093,36.8714576961565,-2,4065,838,1393,1.55760009117584,56.3137244263998,13.3196887235093
Wing,Steel,47,Used,South America,Airbus,E175,Aircraft Maintenance,809,107,9845,607,271,53,1817,296,65.0686782534377,2.10666606659733,1.35075387090329,0.339263478227891,60.2541229460983,92.0278799303189,702,9238,218,1521,0.755912195694044,33.9263478227891,60.2541229460983
Fuselage,Composite,29,New,South America,Bombardier,737,Furniture,493,118,8632,563,687,30,580,257,94.5242586523433,6.65671874588642,3.42698818160615,0.176341001833417,2.82984584342332,16.4335932632946,375,8069,657,323,3.22973056428026,17.6341001833417,2.82984584342332
Avionics,Steel,47,New,Australia,Boeing,737,Automotive Components,874,122,6386,709,751,43,2333,143,53.9133940664549,7.37126984497888,4.02538109962208,0.849189428668412,55.1545619949965,68.9009265887084,752,5677,708,2190,3.34588874535679,84.9189428668411,55.1545619949965
Avionics,Titanium,12,Used,Europe,Airbus,E175,Art Installations,521,193,5466,310,706,100,2342,254,65.9829751564229,3.91484302634272,2.98711242987475,0.86886431153852,66.4046496222148,31.9393136950735,328,5156,606,2088,0.927730596467966,86.886431153852,66.4046496222148
Landing Gear,Steel,18,New,Asia,Boeing,E175,Building Materials,917,106,1892,790,335,188,2041,247,79.2959226478706,2.94725633868622,1.15107886041769,0.781087836349647,17.8720505652696,12.1110794919493,811,1102,147,1794,1.79617747826853,78.1087836349647,17.8720505652696
Fuselage,Steel,5,Used,Africa,Cessna,Citation X,Building Materials,537,38,7020,805,414,59,1291,140,78.7587145850166,5.86664846136039,2.50472487299129,0.291997716538884,25.6311342491393,82.6621284109552,499,6215,355,1151,3.3619235883691,29.1997716538884,25.6311342491393
Wing,Aluminum,4,New,North America,Bombardier,E175,Automotive Components,885,99,7634,883,249,190,4068,168,55.1764674053607,6.31728529684274,3.7151819215265,0.813351764233369,38.0505149623375,82.6348882634718,786,6751,59,3900,2.60210337531624,81.3351764233369,38.0505149623375
Engine,Titanium,22,New,Asia,Gulfstream,737,Art Installations,281,90,1406,820,689,192,3642,491,58.7005670284964,9.26945477231961,1.22285027272378,0.0767243096000671,33.3144646231016,19.2730491582437,191,586,497,3151,8.04660449959582,7.67243096000671,33.3144646231016
Engine,Steel,43,New,Asia,Embraer,G650,Automotive Components,288,152,7118,596,309,103,870,100,55.8344195064782,5.54604921359368,3.25469532974721,0.515627613104455,2.60822771971038,57.1477632966463,136,6522,206,770,2.29135388384646,51.5627613104455,2.60822771971038
Fuselage,Titanium,33,New,Australia,Embraer,737,Aircraft Maintenance,446,152,4536,384,551,136,1560,381,57.4525973160159,6.46761918603208,3.93327968384774,0.251827699149921,44.8833200595943,96.6468600651688,294,4152,415,1179,2.53433950218434,25.1827699149921,44.8833200595943
Wing,Composite,10,New,Australia,Airbus,G650,Art Installations,442,70,7214,604,609,95,4975,297,89.9889863859396,4.18985530495408,4.97288191850619,0.102028042446324,70.1806148829601,23.9935881716961,372,6610,514,4678,-0.783026613552105,10.2028042446324,70.1806148829601
Engine,Aluminum,29,Used,Europe,Cessna,Citation X,Art Installations,824,141,9231,304,471,63,3770,495,50.0088747955929,1.1528909987315,2.82889058380788,0.953357127336727,93.310842818163,81.8993270870152,683,8927,408,3275,-1.67599958507637,95.3357127336727,93.310842818163
Engine,Aluminum,23,Used,South America,Gulfstream,G650,Building Materials,415,67,4817,213,839,165,3440,483,93.0480606041557,4.07504945083201,1.4316781314798,0.80207453416876,12.0703702684694,65.2378504778679,348,4604,674,2957,2.64337131935221,80.207453416876,12.0703702684694
Avionics,Steel,24,New,North America,Airbus,E175,Furniture,149,172,1782,860,671,179,4888,246,86.3212569468041,9.11845803302108,3.72852801283073,0.158667082425435,19.4536217436438,96.1256005936591,-23,922,492,4642,5.38993002019035,15.8667082425435,19.4536217436438
Fuselage,Titanium,27,New,North America,Gulfstream,Citation X,Building Materials,469,191,5648,437,704,147,1020,192,55.7477109884801,3.09557623310499,1.45048843410854,0.824626809828094,67.7622732651035,76.0926594264421,278,5211,557,828,1.64508779899644,82.4626809828094,67.7622732651035
Landing Gear,Composite,13,Used,Africa,Airbus,G650,Automotive Components,897,118,6662,904,194,183,2441,128,70.6560584978054,2.39192494870836,3.26227215600744,0.223051475712992,74.303312974189,92.6828789969757,779,5758,11,2313,-0.870347207299078,22.3051475712992,74.303312974189
Landing Gear,Titanium,36,Used,Africa,Bombardier,A320,Furniture,493,64,2841,708,281,106,4023,120,52.9101620559096,4.57367684390685,1.87137135225511,0.923122247519606,31.7484026658445,23.5765403962695,429,2133,175,3903,2.70230549165173,92.3122247519606,31.7484026658445
Engine,Composite,0,Used,Asia,Embraer,G650,Aircraft Maintenance,342,108,3089,366,820,132,762,485,72.7460776170672,6.10400365371132,3.2677307027413,0.269626209583318,31.7569971470504,1.73600976029826,234,2723,688,277,2.83627295097002,26.9626209583318,31.7569971470504
Wing,Aluminum,34,Used,North America,Airbus,737,Furniture,919,133,5890,865,302,79,3876,251,93.1478576132964,6.90653250597302,4.4465796816463,0.928266356729449,34.8441553633179,73.7205642626131,786,5025,223,3625,2.45995282432672,92.8266356729449,34.8441553633179
Avionics,Aluminum,1,New,South America,Bombardier,737,Art Installations,921,112,4569,796,951,75,2122,212,57.5279301694616,5.1153446831454,4.20600815241464,0.337313134322439,71.680909818093,65.1837772729798,809,3773,876,1910,0.909336530730755,33.7313134322439,71.680909818093
Fuselage,Steel,33,New,Africa,Gulfstream,CRJ900,Building Materials,110,109,8530,620,697,133,1896,416,81.7835391564553,2.17313277520666,1.15540465605878,0.45167670630122,94.4784353670134,59.8608281961064,1,7910,564,1480,1.01772811914788,45.167670630122,94.4784353670134
Engine,Aluminum,45,Used,North America,Gulfstream,G650,Aircraft Maintenance,906,73,4088,289,346,120,790,331,57.3581790345499,9.55735801961052,4.70712460118506,0.942504189271129,53.6927420846635,80.6794114864316,833,3799,226,459,4.85023341842545,94.2504189271129,53.6927420846635
Avionics,Composite,5,Used,Europe,Bombardier,CRJ900,Building Materials,431,134,6574,975,610,35,4602,407,62.601561484268,8.39631327895096,2.73324914700103,0.684743402847968,29.5470545579835,63.9042181124062,297,5599,575,4195,5.66306413194992,68.4743402847968,29.5470545579835
Avionics,Steel,4,Used,South America,Boeing,A320,Building Materials,858,154,2725,328,742,199,3810,393,89.3047754524209,2.82887015381773,1.92242270472489,0.44148370575786,67.3631899470445,23.2510740041871,704,2397,543,3417,0.906447449092838,44.148370575786,67.3631899470445
Fuselage,Composite,13,Used,Africa,Gulfstream,E175,Art Installations,647,196,9333,399,581,192,998,496,93.6202236061236,7.97037356163373,4.77032218685938,0.139049429524125,91.6314105566202,57.6150016500057,451,8934,389,502,3.20005137477435,13.9049429524125,91.6314105566202
Landing Gear,Titanium,1,Used,South America,Cessna,Citation X,Building Materials,365,131,9404,710,815,105,3486,420,55.4092081825822,1.86453421280525,3.80616941818007,0.136713547240499,98.1344278423781,72.8774800824811,234,8694,710,3066,-1.94163520537481,13.6713547240499,98.1344278423781
Fuselage,Aluminum,3,New,Europe,Airbus,Citation X,Building Materials,893,110,5133,698,716,34,4926,206,91.9112506803842,1.88167772476951,1.15411194966429,0.368794755950085,9.80088785274075,43.7083387978579,783,4435,682,4720,0.727565775105225,36.8794755950085,9.80088785274075
Fuselage,Titanium,31,New,Asia,Boeing,CRJ900,Automotive Components,832,185,1579,919,885,172,785,172,83.368331100826,1.19814236088028,3.00765854916205,0.439088364850676,11.5117137898292,92.1199076602994,647,660,713,613,-1.80951618828176,43.9088364850676,11.5117137898292
Avionics,Steel,26,Used,South America,Gulfstream,Citation X,Art Installations,891,49,1730,256,952,168,3325,202,91.4526203636961,7.77150909688508,2.91164072493783,0.798969961810219,72.9509689598809,7.54882124640491,842,1474,784,3123,4.85986837194724,79.8969961810219,72.9509689598809
Avionics,Steel,28,New,Africa,Bombardier,G650,Art Installations,313,118,3059,291,253,79,2564,425,59.6108754019237,6.08262305468516,3.80579011447152,0.76398161162448,73.1741464771686,55.7682773552986,195,2768,174,2139,2.27683294021363,76.398161162448,73.1741464771686
Engine,Composite,34,New,Asia,Airbus,G650,Automotive Components,749,86,3757,605,837,36,2801,276,68.7294232170603,3.68174881293416,2.09354716914546,0.0760052250809123,71.8917501680147,13.195127496848,663,3152,801,2525,1.58820164378869,7.60052250809123,71.8917501680147
Engine,Steel,42,New,Europe,Cessna,CRJ900,Art Installations,438,42,3035,908,523,90,998,260,85.5765545507785,9.16955922553609,2.23410982597003,0.780977479319366,59.1697538411994,94.816311648243,396,2127,433,738,6.93544939956606,78.0977479319367,59.1697538411994
Wing,Aluminum,45,New,North America,Boeing,737,Art Installations,111,96,3982,897,133,197,1966,108,65.4554976164283,8.79932033457009,4.73186945242455,0.122868744299795,28.4693516379926,7.94625088861243,15,3085,-64,1858,4.06745088214554,12.2868744299795,28.4693516379926
Fuselage,Steel,0,Used,South America,Boeing,Citation X,Aircraft Maintenance,809,102,5203,524,392,87,1572,327,85.5397518171757,5.80512985135454,3.29750934048743,0.844938799407071,27.0423246123289,89.419814496258,707,4679,305,1245,2.50762051086711,84.4938799407071,27.0423246123289
